fecha,CODRUTA,NCOORD,TAREA_CERRADA,HMIN,HMAX,OPCIONES,KM_REPARTO,TIME_REPARTO,KM_REGRESO,TIME_REGRESO
"2021-07-25 00:00:00",3066,515,0,"2021-07-25 04:21:00","2021-07-25 09:12:00",2,42.58,168,12.39,10
"2021-07-25 00:00:00",3068,448,0,"2021-07-25 04:40:00","2021-07-25 07:53:00",2,38.29,168,8.91,9
"2021-07-25 00:00:00",3092,498,0,"2021-07-25 05:47:00","2021-07-25 09:27:00",2,36.06,168,2.19,8
"2021-07-25 00:00:00",3097,311,0,"2021-07-25 06:23:00","2021-07-25 08:23:00",2,59.86,168,3.87,11
"2021-07-25 00:00:00",3601,242,0,"2021-07-25 03:58:00","2021-07-25 05:59:00",2,37.77,168,17.09,22
"2021-07-25 00:00:00",3602,260,0,"2021-07-25 04:10:00","2021-07-25 06:16:00",2,34,168,15.3,30
"2021-07-25 00:00:00",3603,944,0,"2021-07-25 03:57:00","2021-07-25 05:09:00",2,17.74,168,10.56,16
"2021-07-25 00:00:00",3604,249,0,"2021-07-25 04:09:00","2021-07-25 06:49:00",2,29.43,168,7.91,11
"2021-07-25 00:00:00",3605,210,0,"2021-07-25 04:00:00","2021-07-25 05:53:00",2,25.69,168,9.32,17
"2021-07-25 00:00:00",3609,254,0,"2021-07-25 03:54:00","2021-07-25 05:26:00",2,27.99,168,9.95,18
"2021-07-25 00:00:00",4002,608,0,"2021-07-25 05:00:00","2021-07-25 09:12:00",2,164,168,74.25,61
"2021-07-25 00:00:00",4003,743,0,"2021-07-25 04:49:00","2021-07-25 08:14:00",2,149.06,168,100.56,84
"2021-07-25 00:00:00",4106,652,0,"2021-07-25 05:40:00","2021-07-25 08:58:00",2,147.65,168,56.38,40
"2021-07-25 00:00:00",4201,735,0,"2021-07-25 04:46:00","2021-07-25 08:31:00",2,145.87,168,83.22,67
"2021-07-25 00:00:00",4206,524,0,"2021-07-25 04:57:00","2021-07-25 09:09:00",2,112.51,168,71.09,61
"2021-07-25 00:00:00",4302,869,0,"2021-07-25 05:22:00","2021-07-25 10:00:00",2,158.46,168,36.85,31
"2021-07-25 00:00:00",4401,526,0,"2021-07-25 05:49:00","2021-07-25 11:09:00",2,116.46,168,12.59,12
"2021-07-25 00:00:00",4509,305,0,"2021-07-25 04:16:00","2021-07-25 07:32:00",2,75.88,168,45.04,38
"2021-07-25 00:00:00",4512,468,0,"2021-07-25 05:24:00","2021-07-25 09:45:00",2,60.6,168,32.1,25
"2021-07-25 00:00:00",4513,490,0,"2021-07-25 05:26:00","2021-07-25 09:42:00",2,72.89,168,11.61,20
"2021-07-25 00:00:00",4514,615,0,"2021-07-25 05:25:00","2021-07-25 09:44:00",2,59.06,168,5.18,9
"2021-07-25 00:00:00",4517,816,0,"2021-07-25 05:10:00","2021-07-25 10:13:00",2,50.14,168,13.89,20
"2021-07-25 00:00:00",4601,488,0,"2021-07-25 05:16:00","2021-07-25 09:05:00",2,64.34,168,58.36,49
"2021-07-25 00:00:00",4603,516,0,"2021-07-25 05:47:00","2021-07-25 08:31:00",2,74.57,168,36.73,33
"2021-07-25 00:00:00",4715,329,0,"2021-07-25 04:46:00","2021-07-25 07:00:00",2,24,168,3.66,5
"2021-07-25 00:00:00",4716,458,0,"2021-07-25 04:32:00","2021-07-25 08:33:00",2,45.54,168,15,17
"2021-07-25 00:00:00",4717,480,0,"2021-07-25 04:07:00","2021-07-25 07:35:00",2,60.53,168,17.72,16
"2021-07-25 00:00:00",4718,510,0,"2021-07-25 04:31:00","2021-07-25 09:46:00",2,51.96,168,13.75,15
"2021-07-25 00:00:00",4816,675,0,"2021-07-25 04:51:00","2021-07-25 09:54:00",2,72.7,168,11.28,12
"2021-07-25 00:00:00",4817,436,0,"2021-07-25 04:40:00","2021-07-25 08:21:00",2,55.55,168,24.14,21
"2021-07-25 00:00:00",4818,521,0,"2021-07-25 04:23:00","2021-07-25 07:59:00",2,70.82,168,16.6,14
"2021-07-25 00:00:00",5001,290,0,"2021-07-25 04:48:00","2021-07-25 07:51:00",2,66.69,168,48.11,40
"2021-07-25 00:00:00",5112,368,0,"2021-07-25 05:05:00","2021-07-25 08:36:00",2,28.52,168,1.33,5
"2021-07-25 00:00:00",5114,344,0,"2021-07-25 05:31:00","2021-07-25 08:13:00",2,23.23,168,4.59,14
"2021-07-25 00:00:00",5201,564,0,"2021-07-25 04:31:00","2021-07-25 07:22:00",2,35.28,168,7.05,17
"2021-07-25 00:00:00",5301,454,0,"2021-07-25 04:35:00","2021-07-25 07:22:00",2,43.21,168,18.8,18
"2021-07-25 00:00:00",5401,801,0,"2021-07-25 04:35:00","2021-07-25 07:37:00",2,24.9,168,11.88,19
"2021-07-25 00:00:00",5602,597,0,"2021-07-25 04:38:00","2021-07-25 07:36:00",2,21.42,168,12.66,22
"2021-07-25 00:00:00",5801,262,0,"2021-07-25 04:42:00","2021-07-25 07:38:00",2,46.36,168,17.96,16
"2021-07-25 00:00:00",6305,416,0,"2021-07-25 05:43:00","2021-07-25 08:12:00",2,43.33,168,25.96,27
"2021-07-25 00:00:00",6707,397,0,"2021-07-25 05:52:00","2021-07-25 07:58:00",2,26.71,168,9.82,19
"2021-07-25 00:00:00",6805,219,0,"2021-07-25 05:36:00","2021-07-25 08:08:00",2,21.23,168,8.17,13
"2021-07-25 00:00:00",7204,140,0,"2021-07-25 06:21:00","2021-07-25 07:24:00",2,21.07,168,7.65,11
"2021-07-25 00:00:00",7402,352,0,"2021-07-25 06:03:00","2021-07-25 08:13:00",2,20.6,168,12.74,16
"2021-07-25 00:00:00",7404,422,0,"2021-07-25 05:59:00","2021-07-25 07:51:00",2,30.26,168,13.03,21
"2021-07-25 00:00:00",7704,296,0,"2021-07-25 06:23:00","2021-07-25 08:52:00",2,18,168,9.92,15
"2021-07-26 00:00:00",2517,300,0,"2021-07-26 07:54:00","2021-07-26 10:02:00",2,68.17,168,56.19,52
"2021-07-26 00:00:00",3032,566,0,"2021-07-26 04:39:00","2021-07-26 09:00:00",2,61.55,168,27.24,29
"2021-07-26 00:00:00",3041,1120,0,"2021-07-26 04:25:00","2021-07-26 10:43:00",2,82.04,168,25.5,24
"2021-07-26 00:00:00",3043,498,0,"2021-07-26 04:35:00","2021-07-26 07:59:00",2,78.58,168,16.08,18
"2021-07-26 00:00:00",3063,345,0,"2021-07-26 05:12:00","2021-07-26 08:24:00",2,39.98,168,13.91,23
"2021-07-26 00:00:00",3064,560,0,"2021-07-26 04:30:00","2021-07-26 08:57:00",2,52.8,168,16.39,23
"2021-07-26 00:00:00",3065,341,0,"2021-07-26 05:58:00","2021-07-26 08:20:00",2,42.27,168,6.88,13
"2021-07-26 00:00:00",3066,444,0,"2021-07-26 04:20:00","2021-07-26 08:31:00",2,39.02,168,12.63,10
"2021-07-26 00:00:00",3068,461,0,"2021-07-26 04:35:00","2021-07-26 07:14:00",2,40.44,168,9.33,10
"2021-07-26 00:00:00",3092,492,0,"2021-07-26 05:27:00","2021-07-26 09:27:00",2,41.97,168,1.91,7
"2021-07-26 00:00:00",3093,382,0,"2021-07-26 05:26:00","2021-07-26 09:02:00",2,31.34,168,0.94,3
"2021-07-26 00:00:00",3602,201,0,"2021-07-26 03:50:00","2021-07-26 06:10:00",2,31.39,168,17.49,23
"2021-07-26 00:00:00",3603,326,0,"2021-07-26 03:40:00","2021-07-26 04:42:00",2,16.6,168,12.84,23
"2021-07-26 00:00:00",3604,226,0,"2021-07-26 03:41:00","2021-07-26 05:47:00",2,33.39,168,12.85,16
"2021-07-26 00:00:00",3605,151,0,"2021-07-26 03:55:00","2021-07-26 05:18:00",2,20.62,168,11.7,13
"2021-07-26 00:00:00",3608,388,0,"2021-07-26 03:34:00","2021-07-26 05:27:00",2,33.65,168,0.02,0
"2021-07-26 00:00:00",3609,177,0,"2021-07-26 03:42:00","2021-07-26 05:24:00",2,33.01,168,9.96,18
"2021-07-26 00:00:00",4000,435,0,"2021-07-26 03:02:00","2021-07-26 07:21:00",2,154.56,168,79.78,65
"2021-07-26 00:00:00",4001,601,0,"2021-07-26 03:33:00","2021-07-26 07:57:00",2,167.53,168,89.48,67
"2021-07-26 00:00:00",4002,573,0,"2021-07-26 03:32:00","2021-07-26 08:10:00",2,144.82,168,73.51,60
"2021-07-26 00:00:00",4105,703,0,"2021-07-26 04:08:00","2021-07-26 08:41:00",2,223.17,168,138.27,101
"2021-07-26 00:00:00",4106,750,0,"2021-07-26 03:56:00","2021-07-26 08:36:00",2,221.6,168,118.31,81
"2021-07-26 00:00:00",4201,407,0,"2021-07-26 03:55:00","2021-07-26 08:14:00",2,68.16,168,67.26,51
"2021-07-26 00:00:00",4204,392,0,"2021-07-26 05:33:00","2021-07-26 07:11:00",2,59.46,168,6.22,7
"2021-07-26 00:00:00",4205,560,0,"2021-07-26 04:13:00","2021-07-26 07:55:00",2,127.36,168,51.98,39
"2021-07-26 00:00:00",4206,590,0,"2021-07-26 04:10:00","2021-07-26 09:00:00",2,120.41,168,77.86,57
"2021-07-26 00:00:00",4401,19398,0,"2021-07-26 03:53:00","2021-07-26 07:28:00",2,93.14,168,58.66,56
"2021-07-26 00:00:00",4504,272,0,"2021-07-26 06:02:00","2021-07-26 07:07:00",2,15.54,168,7.62,9
"2021-07-26 00:00:00",4509,469,0,"2021-07-26 03:44:00","2021-07-26 07:10:00",2,98.71,168,20.15,25
"2021-07-26 00:00:00",4513,215,0,"2021-07-26 04:35:00","2021-07-26 09:56:00",2,39.18,168,8.18,14
"2021-07-26 00:00:00",4514,558,0,"2021-07-26 05:01:00","2021-07-26 08:38:00",2,53.54,168,6.68,6
"2021-07-26 00:00:00",4517,825,0,"2021-07-26 04:40:00","2021-07-26 09:41:00",2,57.58,168,13.88,20
"2021-07-26 00:00:00",4603,834,0,"2021-07-26 04:36:00","2021-07-26 08:01:00",2,91.07,168,33.02,29
"2021-07-26 00:00:00",4701,623,0,"2021-07-26 04:25:00","2021-07-26 07:40:00",2,67.8,168,3.15,5
"2021-07-26 00:00:00",4715,310,0,"2021-07-26 04:17:00","2021-07-26 07:06:00",2,18.24,168,4.51,10
"2021-07-26 00:00:00",4716,495,0,"2021-07-26 03:55:00","2021-07-26 07:20:00",2,41.09,168,15.14,16
"2021-07-26 00:00:00",4717,547,0,"2021-07-26 03:43:00","2021-07-26 07:20:00",2,65.67,168,17.67,15
"2021-07-26 00:00:00",4718,456,0,"2021-07-26 04:03:00","2021-07-26 08:20:00",2,42.68,168,13.8,16
"2021-07-26 00:00:00",4816,627,0,"2021-07-26 04:11:00","2021-07-26 08:37:00",2,70.34,168,9.02,10
"2021-07-26 00:00:00",4817,412,0,"2021-07-26 04:39:00","2021-07-26 07:33:00",2,47.54,168,26.27,25
"2021-07-26 00:00:00",5111,675,0,"2021-07-26 05:00:00","2021-07-26 09:17:00",2,39.4,168,5.06,14
"2021-07-26 00:00:00",5112,408,0,"2021-07-26 04:19:00","2021-07-26 08:00:00",2,31.88,168,1.31,4
"2021-07-26 00:00:00",5114,484,0,"2021-07-26 04:56:00","2021-07-26 09:03:00",2,34.05,168,8.28,13
"2021-07-26 00:00:00",5201,691,0,"2021-07-26 04:05:00","2021-07-26 07:08:00",2,37.06,168,7.86,18
"2021-07-26 00:00:00",5301,390,0,"2021-07-26 03:45:00","2021-07-26 04:57:00",2,31.24,168,19.84,23
"2021-07-26 00:00:00",5401,683,0,"2021-07-26 03:30:00","2021-07-26 07:46:00",2,23.21,168,15.18,22
"2021-07-26 00:00:00",5502,501,0,"2021-07-26 03:38:00","2021-07-26 07:52:00",2,30.55,168,16.28,27
"2021-07-26 00:00:00",5602,761,0,"2021-07-26 03:38:00","2021-07-26 07:30:00",2,23.07,168,12.55,22
"2021-07-26 00:00:00",5702,285,0,"2021-07-26 04:16:00","2021-07-26 07:32:00",2,20.76,168,12.88,20
"2021-07-26 00:00:00",6202,605,0,"2021-07-26 04:10:00","2021-07-26 07:21:00",2,28.43,168,11.22,17
"2021-07-26 00:00:00",6305,649,0,"2021-07-26 03:54:00","2021-07-26 07:18:00",2,48.7,168,25.95,27
"2021-07-26 00:00:00",6707,697,0,"2021-07-26 04:00:00","2021-07-26 06:32:00",2,27.65,168,9.83,19
"2021-07-26 00:00:00",6805,361,0,"2021-07-26 04:07:00","2021-07-26 07:28:00",2,24.66,168,9.78,16
"2021-07-26 00:00:00",7204,276,0,"2021-07-26 04:23:00","2021-07-26 06:46:00",2,28.18,168,7.58,11
"2021-07-26 00:00:00",7402,769,0,"2021-07-26 04:31:00","2021-07-26 08:05:00",2,31.31,168,13.4,16
"2021-07-26 00:00:00",7404,775,0,"2021-07-26 04:01:00","2021-07-26 05:53:00",2,28.99,168,13.93,24
"2021-07-27 00:00:00",2400,233,0,"2021-07-27 03:16:00","2021-07-27 05:15:00",2,111.4,168,102.57,66
"2021-07-27 00:00:00",2517,277,0,"2021-07-27 07:36:00","2021-07-27 09:26:00",2,66.82,168,56.2,52
"2021-07-27 00:00:00",3032,418,0,"2021-07-27 04:36:00","2021-07-27 08:12:00",2,59.69,168,26.27,23
"2021-07-27 00:00:00",3041,996,0,"2021-07-27 04:00:00","2021-07-27 09:44:00",2,89.06,168,25.36,24
"2021-07-27 00:00:00",3042,1244,0,"2021-07-27 03:21:00","2021-07-27 06:51:00",2,79.78,168,38.18,29
"2021-07-27 00:00:00",3043,531,0,"2021-07-27 04:08:00","2021-07-27 08:05:00",2,79.18,168,15.33,16
"2021-07-27 00:00:00",3064,476,0,"2021-07-27 05:20:00","2021-07-27 09:18:00",2,48.58,168,9.83,22
"2021-07-27 00:00:00",3065,328,0,"2021-07-27 05:59:00","2021-07-27 08:12:00",2,42.83,168,6.9,13
"2021-07-27 00:00:00",3066,455,0,"2021-07-27 03:56:00","2021-07-27 08:30:00",2,38.36,168,13.05,13
"2021-07-27 00:00:00",3092,516,0,"2021-07-27 05:17:00","2021-07-27 09:25:00",2,40.69,168,2.16,8
"2021-07-27 00:00:00",3093,681,0,"2021-07-27 06:00:00","2021-07-27 09:54:00",2,31.76,168,0.9,3
"2021-07-27 00:00:00",3095,587,0,"2021-07-27 06:00:00","2021-07-27 09:28:00",2,27.57,168,1.62,5
"2021-07-27 00:00:00",3601,287,0,"2021-07-27 03:27:00","2021-07-27 04:52:00",2,30.27,168,17,22
"2021-07-27 00:00:00",3603,282,0,"2021-07-27 03:30:00","2021-07-27 04:34:00",2,17.4,168,12.52,21
"2021-07-27 00:00:00",3605,227,0,"2021-07-27 03:37:00","2021-07-27 06:04:00",2,42.98,168,9.54,15
"2021-07-27 00:00:00",3608,791,0,"2021-07-27 03:25:00","2021-07-27 04:39:00",2,27.23,168,7.41,12
"2021-07-27 00:00:00",3609,174,0,"2021-07-27 03:26:00","2021-07-27 05:06:00",2,28.98,168,10.17,18
"2021-07-27 00:00:00",4001,875,0,"2021-07-27 03:30:00","2021-07-27 08:17:00",2,171.95,168,88.25,67
"2021-07-27 00:00:00",4002,826,0,"2021-07-27 03:29:00","2021-07-27 08:16:00",2,147.82,168,71.37,58
"2021-07-27 00:00:00",4003,715,0,"2021-07-27 05:07:00","2021-07-27 07:54:00",2,44.95,168,34.8,48
"2021-07-27 00:00:00",4105,731,0,"2021-07-27 04:02:00","2021-07-27 08:58:00",2,242.3,168,105.3,69
"2021-07-27 00:00:00",4201,1059,0,"2021-07-27 03:44:00","2021-07-27 08:56:00",2,147.29,168,83.32,67
"2021-07-27 00:00:00",4204,517,0,"2021-07-27 04:59:00","2021-07-27 07:29:00",2,82.97,168,67.19,58
"2021-07-27 00:00:00",4205,1181,0,"2021-07-27 03:34:00","2021-07-27 08:33:00",2,144.3,168,39.96,31
"2021-07-27 00:00:00",4302,787,0,"2021-07-27 03:35:00","2021-07-27 08:01:00",2,117.06,168,47.68,43
"2021-07-27 00:00:00",4303,539,0,"2021-07-27 03:34:00","2021-07-27 07:57:00",2,90.75,168,41.5,40
"2021-07-27 00:00:00",4401,35328,0,"2021-07-27 03:40:00","2021-07-27 08:22:00",2,93.28,168,58.68,56
"2021-07-27 00:00:00",4504,358,0,"2021-07-27 04:45:00","2021-07-27 07:15:00",2,35.06,168,17.21,17
"2021-07-27 00:00:00",4505,362,0,"2021-07-27 03:46:00","2021-07-27 07:11:00",2,63.79,168,41.68,36
"2021-07-27 00:00:00",4509,338,0,"2021-07-27 03:36:00","2021-07-27 06:34:00",2,87.78,168,31.33,31
"2021-07-27 00:00:00",4514,563,0,"2021-07-27 04:59:00","2021-07-27 08:47:00",2,57.39,168,5.09,8
"2021-07-27 00:00:00",4517,742,0,"2021-07-27 04:33:00","2021-07-27 09:05:00",2,48.32,168,13.84,20
"2021-07-27 00:00:00",4603,604,0,"2021-07-27 04:40:00","2021-07-27 08:05:00",2,79.88,168,35.42,32
"2021-07-27 00:00:00",4715,372,0,"2021-07-27 04:19:00","2021-07-27 06:54:00",2,26.53,168,4.57,7
"2021-07-27 00:00:00",4717,562,0,"2021-07-27 03:43:00","2021-07-27 07:38:00",2,66.96,168,9.62,10
"2021-07-27 00:00:00",4801,679,0,"2021-07-27 04:58:00","2021-07-27 08:02:00",2,44.06,168,16.18,12
"2021-07-27 00:00:00",4816,652,0,"2021-07-27 04:12:00","2021-07-27 08:47:00",2,71.4,168,12.66,14
"2021-07-27 00:00:00",4817,423,0,"2021-07-27 04:51:00","2021-07-27 07:29:00",2,43.52,168,15.54,17
"2021-07-27 00:00:00",4903,908,0,"2021-07-27 04:28:00","2021-07-27 08:02:00",2,69.58,168,61.13,60
"2021-07-27 00:00:00",5111,690,0,"2021-07-27 04:53:00","2021-07-27 09:10:00",2,35.51,168,12.98,18
"2021-07-27 00:00:00",5112,337,0,"2021-07-27 04:12:00","2021-07-27 08:07:00",2,24.32,168,2.6,8
"2021-07-27 00:00:00",5114,457,0,"2021-07-27 04:59:00","2021-07-27 08:44:00",2,30.43,168,8.67,14
"2021-07-27 00:00:00",5301,297,0,"2021-07-27 03:45:00","2021-07-27 05:07:00",2,32.99,168,21.98,27
"2021-07-27 00:00:00",5503,275,0,"2021-07-27 03:46:00","2021-07-27 06:53:00",2,33.44,168,14.82,28
"2021-07-27 00:00:00",5602,571,0,"2021-07-27 03:34:00","2021-07-27 07:39:00",2,24.55,168,12.88,20
"2021-07-27 00:00:00",5801,259,0,"2021-07-27 03:51:00","2021-07-27 06:18:00",2,24.76,168,14.08,18
"2021-07-27 00:00:00",6305,411,0,"2021-07-27 03:51:00","2021-07-27 06:42:00",2,46.72,168,21.56,22
"2021-07-27 00:00:00",6707,361,0,"2021-07-27 03:52:00","2021-07-27 06:06:00",2,25.56,168,8.26,13
"2021-07-27 00:00:00",7001,791,0,"2021-07-27 05:09:00","2021-07-27 09:48:00",2,37.03,168,7.63,11
"2021-07-27 00:00:00",7402,522,0,"2021-07-27 04:09:00","2021-07-27 07:03:00",2,28.88,168,12.71,12
"2021-07-27 00:00:00",7404,423,0,"2021-07-27 03:52:00","2021-07-27 05:44:00",2,28.18,168,17.42,23
"2021-07-27 00:00:00",7704,352,0,"2021-07-27 04:00:00","2021-07-27 07:40:00",2,22.91,168,8.74,14
"2021-07-27 00:00:00",4718,459,0,"2021-07-27 04:05:00","2021-07-27 08:21:00",2,42.66,168,16.29,16
"2021-07-27 00:00:00",4818,546,0,"2021-07-27 03:46:00","2021-07-27 07:34:00",2,60.24,168,33.81,27
"2021-07-27 00:00:00",5201,560,0,"2021-07-27 03:51:00","2021-07-27 06:58:00",2,39.15,168,8.36,8
"2021-07-28 00:00:00",1903,930,0,"2021-07-28 07:57:00","2021-07-28 11:15:00",2,32.36,168,16.66,20
"2021-07-28 00:00:00",2517,303,0,"2021-07-28 07:56:00","2021-07-28 09:52:00",2,67.68,168,56.2,52
"2021-07-28 00:00:00",3022,619,0,"2021-07-28 03:11:00","2021-07-28 09:15:00",2,125.55,168,73.2,52
"2021-07-28 00:00:00",3030,466,0,"2021-07-28 04:17:00","2021-07-28 08:05:00",2,79.71,168,40.64,31
"2021-07-28 00:00:00",3031,617,0,"2021-07-28 03:52:00","2021-07-28 08:37:00",2,129.13,168,48.97,45
"2021-07-28 00:00:00",3032,402,0,"2021-07-28 04:33:00","2021-07-28 07:52:00",2,62.18,168,22.78,21
"2021-07-28 00:00:00",3041,877,0,"2021-07-28 04:11:00","2021-07-28 09:47:00",2,77.49,168,23.81,22
"2021-07-28 00:00:00",3042,1099,0,"2021-07-28 03:31:00","2021-07-28 07:03:00",2,80.45,168,37.86,28
"2021-07-28 00:00:00",3043,549,0,"2021-07-28 04:16:00","2021-07-28 08:30:00",2,80.19,168,15.33,16
"2021-07-28 00:00:00",3063,420,0,"2021-07-28 05:20:00","2021-07-28 08:49:00",2,35.37,168,13.07,19
"2021-07-28 00:00:00",3064,474,0,"2021-07-28 04:51:00","2021-07-28 09:03:00",2,49.4,168,17.39,23
"2021-07-28 00:00:00",3065,338,0,"2021-07-28 05:24:00","2021-07-28 07:40:00",2,43.22,168,6.92,14
"2021-07-28 00:00:00",3066,445,0,"2021-07-28 04:13:00","2021-07-28 08:31:00",2,39.16,168,12.53,12
"2021-07-28 00:00:00",3091,247,0,"2021-07-28 06:06:00","2021-07-28 07:38:00",2,34.4,168,1.13,4
"2021-07-28 00:00:00",3092,428,0,"2021-07-28 05:19:00","2021-07-28 09:25:00",2,39.47,168,2.18,8
"2021-07-28 00:00:00",3093,611,0,"2021-07-28 06:19:00","2021-07-28 09:17:00",2,27.85,168,0.29,1
"2021-07-28 00:00:00",3095,454,0,"2021-07-28 06:19:00","2021-07-28 08:59:00",2,23.66,168,1.48,5
"2021-07-28 00:00:00",3601,326,0,"2021-07-28 03:35:00","2021-07-28 05:21:00",2,40.74,168,15.3,25
"2021-07-28 00:00:00",3602,218,0,"2021-07-28 03:50:00","2021-07-28 06:22:00",2,31.18,168,17.52,24
"2021-07-28 00:00:00",3603,930,0,"2021-07-28 03:47:00","2021-07-28 04:47:00",2,16.6,168,12.88,23
"2021-07-28 00:00:00",3605,141,0,"2021-07-28 03:46:00","2021-07-28 05:04:00",2,20.9,168,11.52,13
"2021-07-28 00:00:00",3608,869,0,"2021-07-28 03:38:00","2021-07-28 05:16:00",2,34.12,168,0.01,0
"2021-07-28 00:00:00",3609,168,0,"2021-07-28 03:39:00","2021-07-28 05:13:00",2,29.1,168,10.16,18
"2021-07-28 00:00:00",4001,646,0,"2021-07-28 03:43:00","2021-07-28 08:17:00",2,229.14,168,37.76,28
"2021-07-28 00:00:00",4002,580,0,"2021-07-28 03:43:00","2021-07-28 08:04:00",2,147.35,168,71.18,57
"2021-07-28 00:00:00",4101,424,0,"2021-07-28 04:06:00","2021-07-28 08:41:00",2,89.84,168,62.87,48
"2021-07-28 00:00:00",4105,641,0,"2021-07-28 04:06:00","2021-07-28 08:20:00",2,219.98,168,121.69,82
"2021-07-28 00:00:00",4106,727,0,"2021-07-28 04:01:00","2021-07-28 08:31:00",2,213.73,168,118.75,82
"2021-07-28 00:00:00",4201,788,0,"2021-07-28 03:58:00","2021-07-28 08:49:00",2,219.51,168,35.06,31
"2021-07-28 00:00:00",4204,207,0,"2021-07-28 05:05:00","2021-07-28 07:14:00",2,71.88,168,59.2,49
"2021-07-28 00:00:00",4205,612,0,"2021-07-28 03:50:00","2021-07-28 08:03:00",2,126.29,168,53.95,40
"2021-07-28 00:00:00",4206,565,0,"2021-07-28 04:11:00","2021-07-28 08:50:00",2,118.95,168,77.55,57
"2021-07-28 00:00:00",4302,997,0,"2021-07-28 03:53:00","2021-07-28 10:12:00",2,189.02,168,7.81,12
"2021-07-28 00:00:00",4303,361,0,"2021-07-28 03:48:00","2021-07-28 08:01:00",2,87.98,168,39.51,35
"2021-07-28 00:00:00",4401,375,0,"2021-07-28 03:59:00","2021-07-28 08:03:00",2,85.49,168,58.69,56
"2021-07-28 00:00:00",4504,253,0,"2021-07-28 05:02:00","2021-07-28 07:03:00",2,35.6,168,10.48,15
"2021-07-28 00:00:00",4505,492,0,"2021-07-28 03:58:00","2021-07-28 07:55:00",2,62.57,168,41.51,36
"2021-07-28 00:00:00",4509,502,0,"2021-07-28 03:41:00","2021-07-28 07:16:00",2,81.74,168,34.04,32
"2021-07-28 00:00:00",4512,471,0,"2021-07-28 05:09:00","2021-07-28 08:54:00",2,57.87,168,32.04,24
"2021-07-28 00:00:00",4514,556,0,"2021-07-28 04:56:00","2021-07-28 08:46:00",2,58.11,168,4.93,8
"2021-07-28 00:00:00",4517,730,0,"2021-07-28 04:33:00","2021-07-28 08:58:00",2,46.61,168,17.13,21
"2021-07-28 00:00:00",4603,538,0,"2021-07-28 04:46:00","2021-07-28 08:09:00",2,86.38,168,32.46,28
"2021-07-28 00:00:00",4701,550,0,"2021-07-28 04:27:00","2021-07-28 07:49:00",2,64.72,168,12.07,15
"2021-07-28 00:00:00",4715,400,0,"2021-07-28 04:31:00","2021-07-28 07:08:00",2,25.57,168,4.32,7
"2021-07-28 00:00:00",4716,373,0,"2021-07-28 04:02:00","2021-07-28 07:27:00",2,41.34,168,14.95,15
"2021-07-28 00:00:00",4718,457,0,"2021-07-28 04:00:00","2021-07-28 08:29:00",2,47.86,168,12.09,12
"2021-07-28 00:00:00",4801,390,0,"2021-07-28 05:09:00","2021-07-28 08:18:00",2,46.17,168,10.11,8
"2021-07-28 00:00:00",4816,649,0,"2021-07-28 04:21:00","2021-07-28 08:59:00",2,72.5,168,10.59,12
"2021-07-28 00:00:00",4817,411,0,"2021-07-28 04:33:00","2021-07-28 07:40:00",2,51.59,168,24.14,23
"2021-07-28 00:00:00",4818,531,0,"2021-07-28 03:51:00","2021-07-28 07:34:00",2,59.05,168,12.71,9
"2021-07-28 00:00:00",4903,322,0,"2021-07-28 04:24:00","2021-07-28 07:42:00",2,78.61,168,42.37,42
"2021-07-28 00:00:00",5001,431,0,"2021-07-28 04:20:00","2021-07-28 08:57:00",2,24.77,168,10.4,21
"2021-07-28 00:00:00",5111,638,0,"2021-07-28 05:12:00","2021-07-28 09:16:00",2,35.4,168,12.99,18
"2021-07-28 00:00:00",5112,352,0,"2021-07-28 04:21:00","2021-07-28 08:09:00",2,26.57,168,1.91,7
"2021-07-28 00:00:00",5113,533,0,"2021-07-28 04:20:00","2021-07-28 06:06:00",2,16,168,3.41,11
"2021-07-28 00:00:00",5201,928,0,"2021-07-28 04:00:00","2021-07-28 07:14:00",2,36.56,168,6.75,15
"2021-07-28 00:00:00",5301,609,0,"2021-07-28 03:46:00","2021-07-28 05:10:00",2,33.98,168,21.56,26
"2021-07-28 00:00:00",5401,483,0,"2021-07-28 03:51:00","2021-07-28 08:03:00",2,21.55,168,14.87,21
"2021-07-28 00:00:00",5502,403,0,"2021-07-28 03:50:00","2021-07-28 07:32:00",2,27.29,168,12.74,23
"2021-07-28 00:00:00",5503,485,0,"2021-07-28 03:58:00","2021-07-28 07:06:00",2,32.6,168,14.5,27
"2021-07-28 00:00:00",5602,673,0,"2021-07-28 03:40:00","2021-07-28 07:38:00",2,23.16,168,13.16,22
"2021-07-28 00:00:00",5801,481,0,"2021-07-28 04:07:00","2021-07-28 06:42:00",2,22.37,168,9.15,16
"2021-07-28 00:00:00",6202,482,0,"2021-07-28 04:23:00","2021-07-28 07:39:00",2,28.51,168,11.51,18
"2021-07-28 00:00:00",6305,747,0,"2021-07-28 03:56:00","2021-07-28 07:11:00",2,50.23,168,25.94,27
"2021-07-28 00:00:00",6507,334,0,"2021-07-28 04:12:00","2021-07-28 06:31:00",2,15.91,168,11.92,18
"2021-07-28 00:00:00",6707,1347,0,"2021-07-28 04:46:00","2021-07-28 06:36:00",2,24.2,168,12.06,19
"2021-07-28 00:00:00",6805,359,0,"2021-07-28 04:06:00","2021-07-28 07:20:00",2,21.71,168,9.53,19
